Hogar;Persona;Viaje;Etapas;ComunaOrigen;ComunaDestino;SectorOrigen;SectorDestino;ZonaOrigen;ZonaDestino;OrigenCoordX;OrigenCoordY;DestinoCoordX;DestinoCoordY;Proposito;PropositoAgregado;ActividadDestino;MediosUsados;ModoAgregado;ModoPriPub;ModoMotor;HoraIni;HoraFin;HoraMedia;TiempoViaje;TiempoMedio;Periodo;MinutosDespues;CuadrasDespues;FactorLaboralNormal;FactorSabadoNormal;FactorDomingoNormal;FactorLaboralEstival;FactorFindesemanaEstival;CodigoTiempo
101462;10146205;1014620501;1;2;8;2;8;2;8;;;;;3;2;;8;17;5;2;08:30;08:35;08:33;5;1;2;5;2;1,14387994;;;;;0
101462;10146205;1014620502;1;3;9;3;9;3;9;;;;;7;2;;8;17;5;2;12:20;12:25;12:23;5;1;5;5;2;1,48210391;;;;;0
101471;10147102;1014710201;1;4;1;4;1;4;1;;;;;1;1;6;8;17;5;2;09:45;09:55;09:50;10;1;5;10;5;1,48210391;;;;;0
101471;10147102;1014710202;1;5;2;5;2;5;2;;;;;7;1;;8;17;5;2;13:30;13:40;13:35;10;1;5;10;5;1,48210391;;;;;0
101471;10147103;1014710301;1;6;3;6;3;6;3;-67,87461876;-12,532128;-67,82031876;-12,526096;7;7;;5;5;2;1;08:45;09:00;08:53;15;1;2;5;1;1,14387994;;;;;0
101471;10147103;1014710302;1;7;4;7;4;7;4;-67,82031876;-12,526096;-67,87461876;-12,532128;1;1;1;11;16;3;1;19:00;19:35;19:17;35;2;4;0;0;1;;;;;0
101471;10147104;1014710401;1;8;5;8;5;8;5;-67,82031876;-12,526096;-67,8162625;-12,515215;1;1;4;14;3;2;1;08:00;08:43;08:22;43;2;2;3;1;1;;;;;1
101471;10147104;1014710402;1;9;6;9;6;9;6;-67,8162625;-12,515215;-67,82031876;-12,526096;7;1;;17;1;1;1;18:45;19:30;19:08;45;2;4;0;0;1,14387994;;;;;1
101471;10147104;1014710403;1;1;7;1;7;1;7;;;;;14;3;;8;17;5;2;20:00;20:06;20:03;6;1;4;6;3;1,48210391;;;;;0
101471;10147104;1014710404;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;21:30;21:36;21:33;6;1;5;6;3;1,48210391;;;;;0
101480;10148001;1014800101;1;3;9;3;9;3;9;-67,82110626;-12,526342;-67,61731876;-12,515221;1;1;1;9;18;5;2;07:10;07:35;07:23;25;1;1;;;1,14387994;;;;;1
101480;10148001;1014800102;1;4;1;4;1;4;1;-67,61731876;-12,515221;-67,8471;-12,52536;7;1;;9;18;5;2;18:10;18:50;18:30;40;2;4;;;1,48210391;;;;;1
101480;10148001;1014800103;1;5;2;5;2;5;2;;;;;11;3;;8;17;5;2;19:00;19:03;19:01;3;1;4;3;1;1,48210391;;;;;0
101480;10148001;1014800104;1;6;3;6;3;6;3;;;;;7;3;;8;17;5;2;19:13;19:16;19:15;3;1;4;3;1;1,48210391;;;;;0
101480;10148002;1014800201;1;7;4;7;4;7;4;;;;;12;3;;8;17;5;2;08:00;08:10;08:05;10;1;2;10;4;1,14387994;;;;;0
101480;10148002;1014800202;1;8;5;8;5;8;5;;;;;7;3;;8;17;5;2;09:00;09:10;09:05;10;1;5;10;4;1,48210391;;;;;0
101480;10148002;1014800203;1;9;6;9;6;9;6;;;;;11;3;;8;17;5;2;11:00;11:02;11:01;2;1;3;2;1;1,48210391;;;;;0
101480;10148002;1014800204;1;1;7;1;7;1;7;;;;;7;3;;8;17;5;2;11:08;11:10;11:09;2;1;3;2;1;1,48210391;;;;;0
101480;10148003;1014800301;1;2;8;2;8;2;8;-67,82110626;-12,526342;-68,01105626;-12,536062;1;1;2;14;3;2;1;08:00;08:55;08:27;55;2;2;0;0;1;;;;;0
101480;10148003;1014800302;1;3;9;3;9;3;9;-68,01105626;-12,536062;-67,8471;-12,52536;7;1;;14;3;2;1;18:00;19:30;18:45;90;3;4;0;0;1;;;;;0
101480;10148003;1014800303;1;4;1;4;1;4;1;;;;;11;3;;8;17;5;2;21:00;21:10;21:05;10;1;5;10;2;1,48210391;;;;;0
101480;10148003;1014800304;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;21:50;22:00;21:55;10;1;5;10;2;1,48210391;;;;;0
101480;10148004;1014800401;1;6;3;6;3;6;3;-67,82110626;-12,526342;-68,01105626;-12,536062;1;1;2;14;3;2;1;08:00;08:55;08:27;55;2;2;0;0;1;;;;;0
101480;10148004;1014800402;1;7;4;7;4;7;4;-68,01105626;-12,536062;-67,8471;-12,52536;7;1;;14;3;2;1;20:00;21:30;20:45;90;3;5;0;0;1;;;;;0
101502;10150201;1015020101;1;8;5;8;5;8;5;-67,8221375;-12,526191;-67,739275;-12,532501;12;3;;5;5;2;1;11:00;12:15;11:38;75;3;3;15;3;1,48210391;;;;;0
101502;10150201;1015020102;1;9;6;9;6;9;6;-67,739275;-12,532501;-67,8361125;-12,52432;7;3;;5;5;2;1;12:30;13:00;12:45;30;1;5;2;1;1,48210391;;;;;0
101502;10150202;1015020201;1;1;7;1;7;1;7;-67,8221375;-12,526191;-67,82274376;-12,532947;8;3;;1;1;1;1;07:30;07:50;07:40;20;1;2;0;0;1,04307354;;;;;0
101502;10150202;1015020202;1;2;8;2;8;2;8;-67,82274376;-12,532947;-67,8361125;-12,52432;7;3;;1;1;1;1;07:51;08:15;08:03;24;1;2;0;0;1,04307354;;;;;0
101502;10150202;1015020203;1;3;9;3;9;3;9;-67,8361125;-12,52432;-67,71089376;-12,532284;12;3;;5;5;2;1;10:00;10:45;10:23;45;2;3;0;0;1,48210391;;;;;0
101502;10150202;1015020204;1;4;1;4;1;4;1;-67,71089376;-12,532284;-67,8361125;-12,52432;7;3;;5;5;2;1;11:50;12:50;12:20;60;2;5;2;1;1,48210391;;;;;0
101502;10150202;1015020205;1;5;2;5;2;5;2;-67,8361125;-12,52432;-67,82274376;-12,532947;8;3;;1;1;1;1;12:53;12:58;12:56;5;1;5;0;0;1,48210391;;;;;0
101502;10150202;1015020206;1;6;3;6;3;6;3;-67,82274376;-12,532947;-67,8361125;-12,52432;7;3;;1;1;1;1;13:00;13:15;13:08;15;1;5;0;0;1,48210391;;;;;0
101502;10150203;1015020301;1;7;4;7;4;7;4;-67,8221375;-12,526191;-67,82274376;-12,532947;3;2;;17;1;1;1;07:30;07:50;07:40;20;1;2;0;0;1,04307354;;;;;0
101502;10150203;1015020302;1;8;5;8;5;8;5;-67,82274376;-12,532947;-67,8361125;-12,52432;7;2;;17;1;1;1;13:00;13:15;13:08;15;1;5;0;0;1,48210391;;;;;0
101512;10151201;1015120101;1;9;6;9;6;9;6;-67,39279376;-12,531828;-68,0915875;-12,61252;2;1;1;1;1;1;1;21:00;21:45;21:23;45;2;5;0;0;1,48210391;;;;;0
101512;10151202;1015120201;1;1;7;1;7;1;7;-67,39279376;-12,531828;-68,0915875;-12,61252;2;1;1;17;1;1;1;21:00;21:45;21:23;45;2;5;0;0;1,48210391;;;;;0
101512;10151203;1015120301;1;2;8;2;8;2;8;;;;;3;2;;8;17;5;2;07:30;07:55;07:43;25;1;2;25;10;1,14387994;;;;;0
101512;10151203;1015120302;1;3;9;3;9;3;9;;;;;7;2;;8;17;5;2;11:25;12:00;11:42;35;2;3;25;10;1,48210391;;;;;0
101512;10151204;1015120401;1;4;1;4;1;4;1;;;;;3;2;;8;17;5;2;07:30;07:55;07:43;25;1;2;25;10;1,14387994;;;;;0
101512;10151204;1015120402;1;5;2;5;2;5;2;;;;;7;2;;8;17;5;2;15:25;15:50;15:38;25;1;5;25;10;1,48210391;;;;;0
101520;10152002;1015200201;1;6;3;6;3;6;3;;;;;11;3;;8;17;5;2;18:00;18:01;18:00;1;1;4;1;0;;;1,48210391;;;
101520;10152002;1015200202;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;18:03;18:04;18:03;1;1;4;1;0;;;1,48210391;;;
101530;10153001;1015300101;1;8;5;8;5;8;5;-67,72399376;-12,536853;-67,7876375;-12,53218;12;3;;5;5;2;1;10:00;10:25;10:12;25;1;3;0;0;;;;1,482103914;;
101530;10153001;1015300102;1;9;6;9;6;9;6;;;;;12;3;;8;17;5;2;12:00;12:05;12:03;5;1;5;5;2;;;;1,482103914;;
101530;10153001;1015300103;1;1;7;1;7;1;7;;;;;11;3;;8;17;5;2;12:10;12:15;12:12;5;1;5;5;2;;;;1,482103914;;
101530;10153001;1015300104;1;2;8;2;8;2;8;;;;;11;3;;8;17;5;2;12:25;12:28;12:26;3;1;5;3;1;;;;1,482103914;;
101530;10153001;1015300105;1;3;9;3;9;3;9;-67,75381876;-12,532141;-67,725525;-12,536814;7;3;;5;5;2;1;13:28;13:45;13:37;17;1;5;2;1;;;;1,482103914;;
101530;10153002;1015300201;1;4;1;4;1;4;1;-67,72399376;-12,536853;-68,02218126;-12,53653;1;1;1;11;16;3;1;07:10;08:30;07:50;80;3;2;0;0;;;;1;;
101530;10153002;1015300202;1;5;2;5;2;5;2;-68,02218126;-12,53653;-67,8336625;-12,532311;11;3;;11;16;3;1;18:30;19:10;18:50;40;2;4;3;1;;;;1;;
101530;10153002;1015300203;1;6;3;6;3;6;3;-67,8336625;-12,532311;-67,725525;-12,536814;7;3;;8;17;5;2;19:30;20:00;19:45;30;1;4;35;12;;;;1,482103914;;
101530;10153003;1015300301;1;7;4;7;4;7;4;;;;;11;3;;8;17;5;2;12:00;12:03;12:01;3;1;5;2;1;;;;1,482103914;;
101530;10153003;1015300302;1;8;5;8;5;8;5;;;;;7;3;;8;17;5;2;12:06;12:10;12:08;4;1;5;2;1;;;;1,482103914;;
101530;10153004;1015300401;1;9;6;9;6;9;6;-67,72399376;-12,536853;-68,85540626;-12,516725;1;1;1;11;16;3;1;08:00;08:50;08:25;50;2;2;0;0;;;;1;;
101530;10153004;1015300402;1;1;7;1;7;1;7;-68,85540626;-12,516725;-67,725525;-12,536814;7;1;;11;16;3;1;23:30;00:15;23:53;45;2;6;2;1;;;;1;;
101530;10153005;1015300501;1;2;8;2;8;2;8;;;;;13;3;;8;17;5;2;10:00;10:01;10:00;1;1;3;1;0;;;;1,482103914;;
101530;10153005;1015300502;1;3;9;3;9;3;9;;;;;7;3;;8;17;5;2;17:00;17:01;17:00;1;1;5;1;0;;;;1,482103914;;
101541;10154101;1015410101;1;4;1;4;1;4;1;-67,02155;-12,532422;0;0;5;3;;1;1;1;1;18:00;18:30;18:15;30;1;4;5;2;1,14387994;;;;;3
101541;10154101;1015410102;1;5;2;5;2;5;2;0;0;-67,02155626;-12,532422;7;3;;1;1;1;1;00:00;00:30;00:15;30;1;6;0;0;1,48210391;;;;;3
101541;10154102;1015410201;1;6;3;6;3;6;3;-67,02155;-12,532422;0;0;8;3;;1;1;1;1;07:40;08:13;07:56;33;2;2;0;0;1,04307354;;;;;3
101541;10154102;1015410202;1;7;4;7;4;7;4;0;0;-67,7578625;-12,532404;11;3;;1;1;1;1;09:30;17:30;13:30;480;9;5;0;0;1,48210391;;;;;35
101541;10154102;1015410203;1;8;5;8;5;8;5;-67,7578625;-12,532404;0;0;5;3;;17;1;1;1;15:35;;15:35;;;;5;2;1,48210391;;;;;3
101541;10154102;1015410204;1;9;6;9;6;9;6;0;0;-67,02155626;-12,532422;7;3;;17;1;1;1;00:30;00:45;00:38;15;1;6;0;0;1,48210391;;;;;3
101541;10154103;1015410301;1;1;7;1;7;1;7;-67,02155;-12,532422;-67,73214376;-12,53243;3;2;;6;16;3;1;07:45;08:00;07:53;15;1;2;;;1;;;;;0
101541;10154103;1015410302;1;2;8;2;8;2;8;-67,73214376;-12,53243;-67,02155626;-12,532422;7;2;;6;16;3;1;15:30;16:00;15:45;30;1;5;;;1;;;;;0
101541;10154104;1015410401;1;3;9;3;9;3;9;-67,02155;-12,532422;-67,73214376;-12,53243;3;2;;6;16;3;1;07:45;08:10;07:58;25;1;2;;;1;;;;;0
101541;10154104;1015410402;1;4;1;4;1;4;1;-67,73214376;-12,53243;-67,02155626;-12,532422;7;2;;17;1;1;1;18:00;18:30;18:15;30;1;4;0;0;1,14387994;;;;;0
101542;10154201;1015420101;1;5;2;5;2;5;2;-65,62381876;-12,515721;-67,82274376;-12,532947;12;3;;12;3;2;1;09:00;09:40;09:20;40;2;5;3;1;1;;;;;0
101542;10154201;1015420102;1;6;3;6;3;6;3;-67,82274376;-12,532947;-65,62381876;-12,515721;7;3;;12;3;2;1;12:00;12:45;12:23;45;2;5;2;1;1;;;;;0
101542;10154202;1015420201;1;7;4;7;4;7;4;;;;;1;1;5;9;18;5;2;06:30;06:50;06:40;20;1;1;0;0;1,14387994;;;;;0
101542;10154202;1015420202;1;8;5;8;5;8;5;;;;;7;1;;9;18;5;2;17:30;17:50;17:40;20;1;4;0;0;1,48210391;;;;;0
101551;10155101;1015510101;1;9;6;9;6;9;6;;;;;1;1;2;8;17;5;2;08:30;08:45;08:38;15;1;2;15;2;1,14387994;;;;;0
101551;10155101;1015510102;1;1;7;1;7;1;7;;;;;7;1;;8;17;5;2;15:30;15:45;15:38;15;1;5;15;2;1,48210391;;;;;0
101551;10155102;1015510201;1;2;8;2;8;2;8;;;;;1;1;5;9;18;5;2;07:30;07:45;07:38;15;1;2;0;0;1,14387994;;;;;0
101551;10155102;1015510202;1;3;9;3;9;3;9;;;;;7;1;;9;18;5;2;18:30;18:45;18:38;15;1;4;0;0;1,48210391;;;;;0
101551;10155103;1015510301;1;4;1;4;1;4;1;-65,62381876;-12,515721;-67,629775;-12,533173;3;2;;12;3;2;1;07:00;08:00;07:30;60;2;1;0;0;1;;;;;0
101551;10155103;1015510302;1;5;2;5;2;5;2;-67,629775;-12,533173;-65,62381876;-12,515721;7;2;;12;3;2;1;17:30;18:15;17:53;45;2;4;2;1;1;;;;;0
101551;10155104;1015510401;1;6;3;6;3;6;3;;;;;3;2;;8;17;5;2;08:15;08:30;08:23;15;1;2;15;5;1,14387994;;;;;0
101551;10155104;1015510402;1;7;4;7;4;7;4;;;;;7;2;;8;17;5;2;16:00;16:15;16:08;15;1;5;15;5;1,48210391;;;;;0
101562;10156201;1015620101;1;8;5;8;5;8;5;-65,61460626;-12,515807;-67,8353125;-12,532301;12;3;;11;16;3;1;10:00;10:36;10:18;36;2;3;2;1;1;;;;;0
101562;10156201;1015620102;1;9;6;9;6;9;6;-67,8353125;-12,532301;-65,61460626;-12,515807;7;3;;12;3;2;1;11:45;12:30;12:08;45;2;5;2;1;1;;;;;0
101562;10156201;1015620103;1;1;7;1;7;1;7;-65,61460626;-12,515807;-67,7281875;-12,532172;12;3;;12;3;2;1;14:00;15:30;14:45;90;3;5;2;1;1;;;;;0
101562;10156201;1015620104;1;2;8;2;8;2;8;-67,7281875;-12,532172;-65,61460626;-12,515807;7;3;;12;3;2;1;16:00;16:30;16:15;30;1;5;2;1;1;;;;;0
101562;10156202;1015620201;1;3;9;3;9;3;9;-65,61460626;-12,515807;-70,712325;-12,562591;3;2;;12;3;2;1;06:30;08:00;07:15;90;3;1;4;2;1;;;;;0
101562;10156202;1015620202;1;4;1;4;1;4;1;-70,712325;-12,562591;-65,61460626;-12,515807;7;2;;12;3;2;1;15:00;16:30;15:45;90;3;5;3;1;1;;;;;0
101562;10156203;1015620301;2;5;2;5;2;5;2;-65,61460626;-12,515807;-70,01758126;-12,601183;1;1;5;"12;4";10;2;1;06:00;08:00;07:00;120;4;1;3;1;1,42042823;;;;;0
101562;10156203;1015620302;1;6;3;6;3;6;3;-70,01758126;-12,601183;-68,97331876;-12,595554;3;2;;4;4;2;1;18:00;18:20;18:10;20;1;4;3;1;1,05276356;;;;;0
101562;10156203;1015620303;1;7;4;7;4;7;4;-68,97331876;-12,595554;-69,05470626;-12,594814;6;3;;8;17;5;2;22:30;22:40;22:35;10;1;5;10;4;1,48210391;;;;;0
101562;10156204;1015620401;1;8;5;8;5;8;5;;;;;3;2;;8;17;5;2;08:20;08:30;08:25;10;1;2;10;4;1,14387994;;;;;0
101562;10156204;1015620402;1;9;6;9;6;9;6;;;;;7;2;;8;17;5;2;16:00;16:15;16:08;15;1;5;10;4;1,48210391;;;;;0
101581;10158101;1015810101;1;1;7;1;7;1;7;;;;;6;3;;9;18;5;2;08:52;09:00;08:56;8;1;2;;;;;;1,14387994;;
101581;10158101;1015810102;1;2;8;2;8;2;8;;;;;7;3;;9;18;5;2;09:22;09:30;09:26;8;1;5;;;;;;1,482103914;;
101581;10158101;1015810103;1;3;9;3;9;3;9;;;;;6;3;;9;18;5;2;13:00;13:08;13:04;8;1;5;;;;;;1,482103914;;
101581;10158101;1015810104;1;4;1;4;1;4;1;;;;;7;3;;9;18;5;2;14:00;14:08;14:04;8;1;5;;;;;;1,482103914;;
101581;10158101;1015810105;1;5;2;5;2;5;2;;;;;6;3;;9;18;5;2;18:00;18:08;18:04;8;1;4;;;;;;1,482103914;;
101581;10158101;1015810106;1;6;3;6;3;6;3;;;;;7;3;;9;18;5;2;19:52;20:00;19:56;8;1;4;;;;;;1,482103914;;
101590;10159001;1015900101;1;7;4;7;4;7;4;-66,9009;-12,532274;-66,96186876;-12,531993;1;1;5;1;1;1;1;07:00;07:02;07:01;2;1;1;0;0;;;;1,14387994;;
101590;10159001;1015900102;1;8;5;8;5;8;5;-66,96186876;-12,531993;-66,9027625;-12,532334;7;1;;1;1;1;1;21:00;21:03;21:01;3;1;5;0;0;;;;1,482103914;;
101590;10159002;1015900201;1;9;6;9;6;9;6;-66,9009;-12,532274;-67,52918126;-12,529449;1;1;1;11;16;3;1;07:15;07:45;07:30;30;1;2;0;0;;;;1;;
101590;10159002;1015900202;1;1;7;1;7;1;7;-67,52918126;-12,529449;-66,96186876;-12,531993;11;3;;11;16;3;1;17:30;17:55;17:43;25;1;4;0;0;;;;1;;
101590;10159002;1015900203;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;18:00;18:15;18:08;15;1;4;15;4;;;;1,482103914;;
101590;10159004;1015900401;1;3;9;3;9;3;9;-66,9009;-12,532274;-69,284725;-12,59732;1;1;5;14;3;2;1;07:15;08:30;07:53;75;3;2;15;5;;;;1;;
101590;10159004;1015900402;1;4;1;4;1;4;1;-69,284725;-12,59732;-66,9009;-12,532274;7;1;;14;3;2;1;19:00;20:30;19:45;90;3;4;15;4;;;;1;;
101602;10160201;1016020101;1;5;2;5;2;5;2;-67,76384376;-12,530486;-69,23994376;-12,596905;1;1;2;5;5;2;1;06:20;07:00;06:40;40;2;1;5;2;1,14387994;;;;;0
101602;10160201;1016020102;1;6;3;6;3;6;3;-69,23994376;-12,596905;-67,76384376;-12,530486;7;1;;14;3;2;1;18:30;19:45;19:08;75;3;4;2;1;1;;;;;0
101602;10160203;1016020301;1;7;4;7;4;7;4;-67,76384376;-12,530486;-68,25614376;-12,51604;3;2;;17;1;1;1;08:00;08:20;08:10;20;1;2;0;0;1,04307354;;;;;1
101602;10160203;1016020302;1;8;5;8;5;8;5;-68,25614376;-12,51604;-67,76384376;-12,530486;7;2;;17;1;1;1;15:30;16:00;15:45;30;1;5;0;0;1,48210391;;;;;1
101602;10160203;1016020303;1;9;6;9;6;9;6;;;;;11;3;;8;17;5;2;18:00;18:03;18:01;3;1;4;3;1;1,48210391;;;;;0
101602;10160203;1016020304;1;1;7;1;7;1;7;;;;;7;3;;8;17;5;2;18:05;18:08;18:07;3;1;4;3;1;1,48210391;;;;;0
101610;10161001;1016100101;1;2;8;2;8;2;8;-67,8153875;-12,534999;-66,6208625;-12,569425;1;1;5;1;1;1;1;07:35;08:05;07:50;30;1;2;0;0;1,04307354;;;;;0
101610;10161001;1016100102;1;3;9;3;9;3;9;-66,6208625;-12,569425;-67,80515626;-12,514851;7;1;;1;1;1;1;22:00;22:30;22:15;30;1;5;0;0;1,48210391;;;;;1
101610;10161002;1016100201;1;4;1;4;1;4;1;-67,8153875;-12,534999;-67,76614376;-12,532945;14;3;;5;5;2;1;18:45;19:05;18:55;20;1;4;0;0;1,14387994;;;;;0
101610;10161002;1016100202;1;5;2;5;2;5;2;-67,76614376;-12,532945;-67,8153875;-12,534999;7;3;;8;17;5;2;21:50;22:20;22:05;30;1;5;30;20;1,48210391;;;;;0
101610;10161002;1016100203;1;6;3;6;3;6;3;;;;;10;3;;8;17;5;2;22:40;22:42;22:41;2;1;5;2;2;1,48210391;;;;;0
101610;10161002;1016100204;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;22:43;22:45;22:44;2;1;5;2;2;1,48210391;;;;;0
101610;10161003;1016100301;1;8;5;8;5;8;5;-67,8153875;-12,534999;-67,80515626;-12,514851;3;2;;5;5;2;1;07:30;08:00;07:45;30;1;2;0;0;1,14387994;;;;;1
101610;10161003;1016100302;1;9;6;9;6;9;6;-67,80515626;-12,514851;-67,8153875;-12,534999;7;2;;14;3;2;1;18:00;19:00;18:30;60;2;4;20;10;1;;;;;1
101610;10161004;1016100401;1;1;7;1;7;1;7;-67,8153875;-12,534999;-67,80515626;-12,514851;3;2;;5;5;2;1;07:35;08:00;07:47;25;1;2;0;0;1,14387994;;;;;1
101610;10161004;1016100402;1;2;8;2;8;2;8;-67,80515626;-12,514851;-67,8153875;-12,534999;7;2;;14;3;2;1;16:00;17:00;16:30;60;2;5;20;10;1;;;;;1
101610;10161004;1016100403;1;3;9;3;9;3;9;;;;;10;3;;8;17;5;2;18:30;18:32;18:31;2;1;4;2;2;1,48210391;;;;;0
101610;10161004;1016100404;1;4;1;4;1;4;1;;;;;7;3;;8;17;5;2;18:40;18:42;18:41;2;1;4;2;2;1,48210391;;;;;0
101610;10161005;1016100501;1;5;2;5;2;5;2;-67,8153875;-12,534999;-67,87379376;-12,533369;3;2;;6;16;3;1;07:55;08:05;08:00;10;1;2;;;1;;;;;0
101610;10161005;1016100502;1;6;3;6;3;6;3;-67,87379376;-12,533369;-67,8153875;-12,534999;7;2;;6;16;3;1;15:30;16:05;15:48;35;2;5;;;1;;;;;0
101621;10162101;1016210101;1;7;4;7;4;7;4;-67,80401876;-12,535008;-68,00875626;-12,531843;1;1;5;11;16;3;1;06:20;06:40;06:30;20;1;1;0;0;1;;;;;0
101621;10162101;1016210102;1;8;5;8;5;8;5;-68,00875626;-12,531843;-67,80401876;-12,535008;7;1;;5;5;2;1;15:00;15:40;15:20;40;2;5;1;1;1,48210391;;;;;0
101621;10162102;1016210201;1;9;6;9;6;9;6;-67,80401876;-12,535008;-68,062975;-12,531777;1;1;5;14;3;2;1;06:25;07:00;06:43;35;2;1;0;0;1;;;;;0
101621;10162102;1016210202;1;1;7;1;7;1;7;-68,062975;-12,531777;-67,80401876;-12,535008;7;1;;14;3;2;1;16:30;17:05;16:47;35;2;5;4;8;1;;;;;0
101621;10162102;1016210203;1;2;8;2;8;2;8;;;;;11;3;;8;17;5;2;17:40;17:42;17:41;2;1;4;2;2;1,48210391;;;;;0
101621;10162102;1016210204;1;3;9;3;9;3;9;;;;;7;3;;8;17;5;2;17:57;18:00;17:59;3;1;4;2;2;1,48210391;;;;;0
101621;10162102;1016210205;1;4;1;4;1;4;1;;;;;6;3;;8;17;5;2;19:30;19:32;19:31;2;1;4;2;2;1,48210391;;;;;0
101621;10162102;1016210206;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;20:10;20:15;20:13;5;1;4;5;2;1,48210391;;;;;0
101621;10162103;1016210301;1;6;3;6;3;6;3;-67,80401876;-12,535008;-67,8336625;-12,532311;1;1;2;5;5;2;1;08:30;09:00;08:45;30;1;2;0;0;1,14387994;;;;;0
101621;10162103;1016210302;1;7;4;7;4;7;4;-67,8336625;-12,532311;-67,80401876;-12,535008;7;1;;5;5;2;1;16:40;17:00;16:50;20;1;5;0;0;1,48210391;;;;;0
101621;10162104;1016210401;1;8;5;8;5;8;5;-67,80401876;-12,535008;-67,73595;-12,518156;1;1;1;1;1;1;1;07:30;07:50;07:40;20;1;2;0;0;1,04307354;;;;;1
101621;10162104;1016210402;1;9;6;9;6;9;6;-67,73595;-12,518156;-67,80401876;-12,535008;7;1;;1;1;1;1;20:00;20:30;20:15;30;1;4;0;0;1,14387994;;;;;1
101621;10162105;1016210501;1;1;7;1;7;1;7;-67,80401876;-12,535008;-67,59135;-12,531818;1;1;5;5;5;2;1;07:30;07:45;07:38;15;1;2;12;5;1,14387994;;;;;0
101621;10162105;1016210502;1;2;8;2;8;2;8;-67,59135;-12,531818;-67,80401876;-12,535008;7;1;;5;5;2;1;16:30;17:00;16:45;30;1;5;0;0;1,48210391;;;;;0
101621;10162105;1016210503;1;3;9;3;9;3;9;;;;;11;3;;8;17;5;2;18:00;18:02;18:01;2;1;4;1;1;1,48210391;;;;;0
101621;10162105;1016210504;1;4;1;4;1;4;1;;;;;7;3;;8;17;5;2;18:08;18:10;18:09;2;1;4;2;1;1,48210391;;;;;0
101631;10163101;1016310101;1;5;2;5;2;5;2;;;;;11;3;;8;17;5;2;08:45;08:50;08:48;5;1;2;5;1;;;;1,14387994;;
101631;10163101;1016310102;1;6;3;6;3;6;3;;;;;7;3;;8;17;5;2;09:20;09:25;09:23;5;1;5;5;1;;;;1,482103914;;
101640;10164001;1016400101;1;7;4;7;4;7;4;-67,7826875;-12,535117;-67,75381876;-12,532141;11;3;;1;1;1;1;09:00;09:05;09:03;5;1;5;0;0;1,48210391;;;;;0
101640;10164001;1016400102;1;8;5;8;5;8;5;-67,75381876;-12,532141;-67,7826875;-12,535117;7;3;;1;1;1;1;09:20;09:25;09:23;5;1;5;0;0;1,48210391;;;;;0
101640;10164001;1016400103;1;9;6;9;6;9;6;-67,7826875;-12,535117;-67,80806876;-12,532341;11;3;;1;1;1;1;20:30;20:32;20:31;2;1;5;0;0;1,48210391;;;;;0
101640;10164001;1016400104;1;1;7;1;7;1;7;-67,80806876;-12,532341;-67,7826875;-12,535117;7;3;;1;1;1;1;20:35;20:37;20:36;2;1;5;0;0;1,48210391;;;;;0
101640;10164002;1016400201;1;2;8;2;8;2;8;-67,7826875;-12,535117;-67,2649125;-12,532102;2;1;1;1;1;1;1;06:30;07:00;06:45;30;1;1;0;0;1,50587788;;;;;0
101640;10164002;1016400202;1;3;9;3;9;3;9;-67,2649125;-12,532102;-67,7826875;-12,535117;7;1;;1;1;1;1;07:01;07:30;07:15;29;1;1;0;0;1,50587788;;;;;0
101640;10164002;1016400203;1;4;1;4;1;4;1;-67,7826875;-12,535117;-67,72829376;-12,532174;8;3;;1;1;1;1;08:00;08:05;08:03;5;1;2;0;0;1,04307354;;;;;0
101640;10164002;1016400204;1;5;2;5;2;5;2;-67,72829376;-12,532174;-67,7826875;-12,535117;7;3;;1;1;1;1;08:10;08:15;08:12;5;1;2;0;0;1,04307354;;;;;0
101640;10164003;1016400301;1;6;3;6;3;6;3;-67,7826875;-12,535117;-67,72829376;-12,532174;3;2;;17;1;1;1;08:00;08:05;08:03;5;1;2;0;0;1,04307354;;;;;0
101640;10164003;1016400302;1;7;4;7;4;7;4;-67,72829376;-12,532174;-67,7826875;-12,535117;7;2;;17;1;1;1;16:10;16:15;16:13;5;1;5;0;0;1,48210391;;;;;0
101650;10165001;1016500101;1;8;5;8;5;8;5;-67,87555626;-12,53311;-68,33048126;-12,56263;12;3;;1;1;1;1;11:00;11:25;11:12;25;1;3;0;0;;;;1,482103914;;
101650;10165001;1016500102;1;9;6;9;6;9;6;-68,33048126;-12,56263;-67,87555626;-12,53311;7;3;;1;1;1;1;11:55;13:00;12:27;65;3;5;0;0;;;;1,482103914;;
101650;10165001;1016500103;1;1;7;1;7;1;7;-67,87555626;-12,53311;0;0;6;3;;1;1;1;1;13:05;13:10;13:08;5;1;5;0;0;;;;1,482103914;;
101650;10165001;1016500104;1;2;8;2;8;2;8;0;0;-67,87555626;-12,53311;7;3;;1;1;1;1;16:00;16:05;16:02;5;1;5;0;0;;;;1,482103914;;
